User,User Type,Restaurant,Date,Time,Week Day,Order ID,Reference ID,Item name,Vendor Name,Item Type,Food Type,MRP Item,Quantity,,,,,,,,,,,,,,,,,,,,
a6e07dd384c3823c008713e25a81577b,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,B101F750,'2291122631919',Crunch It,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
a6e07dd384c3823c008713e25a81577b,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,B101F750,'2291122631919',French Fries Salted,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
24d485af838419eeb6623f487f909bbc,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,C101E262,'2291122753835',?It?s Corny? Corn Cheese Sandwich,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
36570bf556adbfd6571b077bc76cf7a6,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,D1014405,'2291121657869',Streetology,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
36570bf556adbfd6571b077bc76cf7a6,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,D1014405,'2291121657869',Peach Iced Tea,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
3fa5e31ed4bb07b212386a9eb9c7aad3,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,D1015317,'2291121723171',Chicken Popcorn 12pcs,,N,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
3fa5e31ed4bb07b212386a9eb9c7aad3,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,D1015317,'2291121723171',Chilli Cheese Toast,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
4956f64c5e540716e14735d5eb2161f1,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,D1016866,'2291121731755',French Fries Peri Peri,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
4956f64c5e540716e14735d5eb2161f1,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,D1016866,'2291121731755',Chilli Cheese Toast,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
36b1835dc02f7961b922c209cf668778,employee,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,F1018387,'2291121916909',?OO La La? Chilli Cheese Sandwich,,V,Food,FALSE,2,,,,,,,,,,,,,,,,,,,,
